,Tf_0.5,Tf_10,Tf_15,Tf_20,Tf_25,Tf_03,Tf_30,Tf_35,Tf_40,Tf_45,Tf_05,Tf_50,Tf_55,Tf_60,To_0.5,To_10,To_15,To_20,To_25,To_03,To_30,To_35,To_40,To_45,To_05,To_50,To_55,To_60,Tu_0.5,Tu_10,Tu_15,Tu_20,Tu_25,Tu_03,Tu_30,Tu_35,Tu_40,Tu_45,Tu_05,Tu_50,Tu_55,Tu_60,file
0,0.734726548415067,0.9236190261867748,0.9096473787763226,0.8993782907787072,0.8819393446753845,0.9374045711401474,0.8669200602106036,0.8550690594017594,0.8469479843536009,0.8407683390915747,0.9452120905649039,0.8358450561225311,0.8317992247589189,0.8283987575622035,0.734479717813051,0.8784214790678965,0.851742544270644,0.8334839424980497,0.8039044112757036,0.9374033561487083,0.7792708720147205,0.7603259409013848,0.7475779460905064,0.7380021571437011,0.9282429227716967,0.7304489711453911,0.7242915791775552,0.7191506226430784,0.734973544973545,0.9737199808704954,0.975999707821213,0.9765861460897971,0.9767526411728252,0.9374057861347359,0.9767848046018291,0.9767848046018291,0.9767848046018291,0.9767848046018291,0.9628132367378698,0.9767848046018291,0.9767848046018291,0.9767848046018291,SALAMI_396.jams
1,0.5232823328540441,0.8102477978324203,0.8274843318254028,0.8228104772584607,0.8110129623220083,0.6601298766128161,0.7957415817546832,0.7843468656206739,0.7758231961637431,0.7687533417809039,0.7222281883461056,0.7619951126899417,0.75486432953254,0.7476619799772172,0.4527494331065759,0.7727260962792059,0.8100691280770486,0.8239433301482741,0.8202290966140746,0.5815096743684696,0.8075425842239408,0.7996466802269276,0.7949525044050967,0.791652872619257,0.6481464272014488,0.7891379789081416,0.7871258088836335,0.7854669116676399,0.6198470209339775,0.8515993951195229,0.8456647858608947,0.8216807352466398,0.8020016327069104,0.7633325628564154,0.7842805188700913,0.769621528795403,0.7575928895414115,0.7471413610385074,0.8154301206449682,0.736657348700804,0.7251432924481632,0.7133290797224568,SALAMI_822.jams
2,0.44936903803637834,0.5945767004137447,0.6461405130563678,0.6632301931320377,0.6670023627631613,0.46549921118264465,0.6667031599737081,0.6669247293028693,0.6657006298481386,0.664534345297922,0.4343106063896004,0.6635657193933038,0.6627245134887626,0.6620213824309685,0.3064576764491876,0.600185648254122,0.6692110866962545,0.6757908733149646,0.6784558586282426,0.3200246822005283,0.6788770787619217,0.6840467894053595,0.6862511416580814,0.6881898674429813,0.3254988071113612,0.6899086728931576,0.691443266278309,0.6928219682322511,0.8420403197775465,0.5890716171376236,0.6246076122989751,0.6511279144326435,0.6559291561829753,0.8534580713711376,0.6549581655317075,0.6506388870168412,0.6463451450548372,0.6424510289608661,0.6524045244304577,0.639160496080787,0.6362962640580425,0.6338428157483941,SALAMI_748.jams
3,0.7637004113604994,0.8582519308937295,0.8655551964231282,0.8610036138897327,0.8558261623682427,0.8760857361395236,0.851633724254304,0.8468714326355441,0.8404480244855355,0.8326326619192088,0.8638110245581827,0.8236784869752647,0.8150284094230359,0.8106421414403897,0.8206349206349208,0.8415380729210066,0.8501679373711976,0.8493597075743481,0.8459077064389885,0.9219833617041173,0.8426809481515134,0.8402748586526785,0.8384069256987541,0.8369121893970802,0.8780707275098307,0.8358009921331242,0.8362164532305759,0.838153186744373,0.7141534391534392,0.8756431527053643,0.881509712833262,0.8729712112566113,0.8659799700510284,0.8345411086401407,0.8607787745362186,0.8535723988980496,0.8424990856216223,0.8283966782734185,0.850007070108049,0.8119026053790162,0.7948875567649267,0.7848797131768191,SALAMI_564.jams
4,0.47497609813935504,0.8637842268862629,0.8835778767849589,0.8934152063755306,0.9028771375911822,0.7701849671778134,0.9117060219909309,0.9191132531498135,0.9245803542473863,0.9282229430427752,0.8218792646548849,0.9305089419374483,0.9317669213648546,0.9324673582807609,0.5049603174603174,0.8925042001449591,0.8976336633284768,0.8932353996516167,0.8984450534263861,0.8130135144180054,0.9069185927809541,0.9159019464114534,0.9230099043272485,0.9277522971969215,0.8626828889856277,0.930947902390159,0.9329683825308025,0.9341984349296317,0.44835317460317464,0.8368549944435241,0.8699554946981554,0.8935950855035776,0.9073531660179056,0.7316429221811577,0.9165442630548067,0.9223471578869251,0.9261561573417122,0.9286940666453319,0.7847612199846795,0.9300703952468091,0.9305685506624729,0.9307426851619148,SALAMI_584.jams
5,0.04701443181865614,0.3449181616961111,0.4070185835668055,0.4217511562017073,0.4038580786288575,0.17940199206806315,0.37504245101717715,0.3571916445198615,0.3437908906405952,0.33343341046961045,0.2584574463393642,0.3265139335851958,0.3216990064085793,0.3168036095477239,0.025508214981899195,0.22990816732575867,0.2839561449205387,0.30126852085425937,0.29076283682188636,0.10938756013112766,0.26899240245384015,0.25715087679187126,0.24901483232384353,0.24396469670106202,0.1645153923829761,0.24275040811551876,0.24439482762691317,0.24696307650190194,0.29966386554621854,0.6901720052911543,0.7183340515733369,0.7028222731064633,0.6609360621204164,0.4984197876836235,0.6191365689308785,0.5846354834727131,0.555042216449389,0.5265248928236052,0.6024970498321118,0.4985404412876748,0.4705324550615053,0.4417212655949334,SALAMI_550.jams
6,0.3915256185243743,0.5741732700015897,0.6223851965348406,0.6487578613191805,0.6668654988366062,0.5060064720053317,0.6779341025896803,0.6839017679691566,0.6884225000840555,0.6915205638780869,0.46632605395422383,0.6932422836503883,0.6939352932647708,0.6940457364610677,0.2775288729589806,0.6079948577818919,0.6969644565941107,0.7278422090376895,0.7386117103194427,0.36384480163538085,0.7391747572386502,0.7342285736559006,0.73092579740282,0.7276456497944112,0.37236066075832985,0.7233973667508503,0.7181834689580106,0.7127122178417863,0.6644545348701832,0.5439162521474404,0.5622239555999152,0.5851751326803659,0.6078235967055967,0.8304999274507688,0.626064626271697,0.64003158073745,0.6505906853751289,0.6588127909627575,0.6237228064240592,0.6655006464539909,0.6712710318044068,0.6763320789115796,SALAMI_1028.jams
7,0.41920804304899395,0.46844715653795455,0.5216409224444082,0.5364863589889993,0.5415784980445933,0.5233662803538004,0.544883942639772,0.5461594517980509,0.5469768156551592,0.5475891035274667,0.4476742690416668,0.5480514277282451,0.5483975090639559,0.5486495163626717,0.7126068376068375,0.43894510835224015,0.4368420125906493,0.43742019741503124,0.4376054136679726,0.8589630703590381,0.4376951268392181,0.43774467234958725,0.4377583227782295,0.4377683812531123,0.6396540108656672,0.43777546668748013,0.43778073627946185,0.437784766924702,0.2969471624266145,0.5022006913494197,0.6472919612362549,0.6935633809601498,0.7103558674121179,0.376333009346221,0.7215990691278155,0.7259541129773719,0.7288116436041044,0.7309617522184817,0.3443302304983703,0.7325918525241562,0.7338151266025181,0.7347069246193545,SALAMI_960.jams
8,0.703515797187516,0.9116725844406071,0.866463077117877,0.835606086472091,0.8237298841108365,0.9294761284462868,0.8059087022067948,0.7792082544776555,0.7450597976415425,0.7136929099419224,0.9574164717066208,0.6879822564632789,0.6678995258956281,0.6504954751803101,0.7112085769980505,0.9559019131670768,0.9233928527981771,0.9036625688985086,0.8989268314874991,0.9313840035197765,0.890984430751144,0.8832535546554109,0.8779698171605431,0.8739838870808151,0.9632256895838822,0.8717474841897822,0.8704483156666637,0.8693787612134151,0.6959876543209875,0.871355209341124,0.816145409053698,0.7770825751116253,0.7601425104196903,0.9275760536920318,0.7356637799778596,0.6970923314810547,0.6470996755239301,0.6030854323078249,0.9516769045965002,0.5682042427989629,0.5418206763132488,0.5196606385549003,SALAMI_486.jams
9,0.524816202497746,0.8416391974892349,0.8593478088246163,0.8668022239879527,0.8712470684614524,0.7674598508907845,0.8742135950666972,0.8762588084203907,0.8776737493724213,0.8785827701398666,0.7891081512647291,0.8791039686813513,0.8794638056765494,0.8796893778915414,0.6043650793650793,0.81202637247749,0.8140774460192778,0.8147544431717763,0.8150560375668846,0.8336500320621228,0.8151761816521305,0.8152191099309898,0.8152335840116899,0.8152344217748071,0.8084540725801207,0.8152344217748071,0.8152344217748071,0.8152344217748071,0.46377264710598054,0.8734935977089157,0.9099495630629254,0.925953578488728,0.9357595581800078,0.7110072653926856,0.9424699940143197,0.9471790333074961,0.9504720665280032,0.9526056432301474,0.7706664693170624,0.9538319391274904,0.9546795706233003,0.9552113425188739,SALAMI_990.jams
10,0.45637728039670705,0.6499847977602025,0.6244375609951566,0.6070703277894645,0.5893252362774585,0.5638864334587215,0.5686238572609679,0.5460483768208435,0.5260460862376104,0.5079700287000004,0.595150118762756,0.49044475106715807,0.47236502349098153,0.4532543786181317,0.33276643990929705,0.5123822605865068,0.48518336989576333,0.4832656070138963,0.4835755466980358,0.40381151932005144,0.4837780450210976,0.4837780450210976,0.4837780450210976,0.4837780450210976,0.4317157547401572,0.4837780450210976,0.4837780450210976,0.4837780450210976,0.7260959939531367,0.8886304653584458,0.8758056235304211,0.8161561429656845,0.7542714929284329,0.9342209277489567,0.6895600691381674,0.6267173955286705,0.5764072048153854,0.5347088784549155,0.9577096719908333,0.49729776569938655,0.46147809004785006,0.42635385477908916,SALAMI_40.jams
11,0.5595507496085917,0.8949001422530709,0.8757871370523977,0.8402302057792271,0.8053666157036777,0.8673547788671513,0.7711929379897114,0.7367254095542984,0.7075755820932355,0.6857456766861111,0.8757651553576028,0.6616560644765479,0.6352442849356343,0.615928929059708,0.56140873015873,0.9241374383771618,0.877885669566081,0.814141893538038,0.7520436501571204,0.8894155100195755,0.6980571430819921,0.647986611763636,0.6080420169797716,0.5791402835764033,0.929030128219237,0.5481500079502271,0.5152954074007375,0.49264844041139705,0.5577050264550264,0.8674560958422628,0.8736986134427392,0.8680458118282148,0.8668282802105044,0.8463619326183507,0.8614471895237273,0.8536255127147216,0.8460738116005206,0.8404521098220951,0.8282767710808626,0.8344457016253493,0.8279785906201804,0.8215017704084743,SALAMI_540.jams
