,Tf_0.5,Tf_10,Tf_15,Tf_20,Tf_25,Tf_03,Tf_30,Tf_35,Tf_40,Tf_45,Tf_05,Tf_50,Tf_55,Tf_60,To_0.5,To_10,To_15,To_20,To_25,To_03,To_30,To_35,To_40,To_45,To_05,To_50,To_55,To_60,Tu_0.5,Tu_10,Tu_15,Tu_20,Tu_25,Tu_03,Tu_30,Tu_35,Tu_40,Tu_45,Tu_05,Tu_50,Tu_55,Tu_60,file
0,0.6856550312432667,0.9618922316063165,0.957557769017867,0.9507694733310493,0.9417114185812153,0.9215053054299471,0.9321512887279564,0.9254257251317284,0.9215063970566579,0.9188235890349079,0.9594602088654367,0.9168507560471679,0.9153293089549375,0.9141181822949908,0.6856550312432667,0.9516918484153906,0.937880540862555,0.9214572032144388,0.9028851511958513,0.9236268998595817,0.8843952827755979,0.8715295267939888,0.8640321725523241,0.858909145014825,0.9595023772735365,0.8551507622726339,0.8522588838023263,0.8499600853198828,0.6856550312432668,0.9723136424349534,0.9780783687936422,0.9820079084630362,0.9840269829747459,0.9193934353756728,0.9853591929301347,0.9864273094515817,0.9871716919989415,0.9877236761331402,0.9594180441636259,0.9881465291262796,0.988480668478376,0.9887528661673598,SALAMI_396.jams
1,0.5567812687752572,0.8585793993682762,0.880390991879434,0.8795933114470721,0.8740447375857507,0.7303218494487574,0.8663898004547026,0.8598372484775323,0.8548818396465296,0.8506761595625839,0.7902243237622834,0.846422001034718,0.8416617411215349,0.8370141081973453,0.5045843776106935,0.8195579059766775,0.8607431952773351,0.8796712584449441,0.8843607868964131,0.6721316149529464,0.8817887556199977,0.8795186463188123,0.8787254525254529,0.8783175895703129,0.7373318848132456,0.8781093994369019,0.8779900068139854,0.8779407415158587,0.6210232121522444,0.9015025094479869,0.9009567245727909,0.879515378261624,0.8639665861820713,0.7995427898017178,0.8515194477598431,0.8410174106940002,0.8322980037684173,0.8247214474667268,0.8512916571154426,0.816941889402247,0.8082203101952835,0.7997332443569136,SALAMI_822.jams
2,0.552556759130095,0.746172446619546,0.7660974424762047,0.7590636059845043,0.7566012946212176,0.639599773414937,0.7592348470809344,0.7629727768167037,0.7662539577907821,0.7695404195787313,0.6542682301737349,0.7726211125106234,0.7749961169425921,0.7768885568384609,0.4183529195739994,0.7492239146818277,0.7789335722095285,0.7946028507563306,0.8190180165588266,0.5048030353563412,0.8457634567821891,0.8685826142186932,0.8854274566124387,0.8986615187238871,0.5817619591621289,0.9093270133762414,0.917599472197826,0.9242082107747339,0.8135297619047621,0.743145734005997,0.7536775100945262,0.7265673051273535,0.7030243585628952,0.872611924151313,0.6887681573852277,0.6802607513152678,0.6753550146413496,0.6728624809902711,0.7474209444488457,0.671647363238008,0.6707546984856276,0.670077565626991,SALAMI_748.jams
3,0.719702538316906,0.9023031042201859,0.8967294421348617,0.8917941025418755,0.8893641434846599,0.8781579045902805,0.8897022005363816,0.8895049295525949,0.8881240499517944,0.8861384153434951,0.8877934789288159,0.8839328193633018,0.8832101644342893,0.8828624214868773,0.7496756597375794,0.89727612894107,0.8817318594347021,0.8702269032112082,0.8636383201915747,0.8976973346449456,0.8641759971693287,0.8662676920283393,0.8674150347037065,0.8683558183752729,0.8952737335178536,0.8695773079208517,0.8724897533881095,0.8759560602128335,0.6920340136054424,0.9073867239474431,0.9122460477763904,0.9144574870333132,0.9166696495884364,0.859450951692124,0.9167822993748251,0.914023186534389,0.9098460810582583,0.9046645597147527,0.8804371876995728,0.8987702659239233,0.8941972993179329,0.8898785528376061,SALAMI_564.jams
4,0.4222141148152952,0.8623647296498506,0.8650738487392075,0.8658162935350716,0.8618260456944817,0.7584659171116115,0.8509970473020123,0.8379503736365712,0.8263625034425679,0.8192573569105263,0.8241158396110534,0.8152318195606677,0.8132634991784967,0.8127380992419463,0.4411111111111111,0.8779365909103103,0.8713567955362078,0.8693587440793845,0.8655440692293009,0.7830485996396602,0.8540625891999015,0.8379439625757399,0.8210960954542184,0.8106669950296089,0.8527808838274328,0.804986258399782,0.8026319429192709,0.8026652767737967,0.4048696844993141,0.8473356340734218,0.8588808600845969,0.8623025952846864,0.8581398277545931,0.7353797300601936,0.847953433390819,0.8379567847955046,0.8316969036933365,0.828031726937786,0.7973151973591837,0.8257415461880159,0.8241804845622454,0.8230669467376461,SALAMI_584.jams
5,0.18521506449973513,0.5528895938937609,0.6347820719233785,0.6580891496611224,0.6455455686215036,0.3347465570309484,0.6324625742304859,0.6234400556849736,0.6157055481242832,0.6077930918678682,0.416323971264177,0.5991924840295372,0.589632148728687,0.5787906882557825,0.13533114395183363,0.4589720737886806,0.5667842229918362,0.6033904497452887,0.596724151015907,0.24289788258609596,0.5898007977689769,0.5864996944723435,0.585441196058156,0.5864555170538389,0.31172627586047275,0.588246181893054,0.5903920121593978,0.592668222733249,0.293343253968254,0.69513140138923,0.7213197515310409,0.7236936004777573,0.7030675481030532,0.538296300300842,0.6817772381665624,0.6653465423145828,0.6492695010865736,0.6307419837713526,0.62656307896974,0.6105538963528222,0.5888742387466827,0.5655481791193847,SALAMI_550.jams
6,0.416162209162674,0.6520076257284607,0.6971531100158387,0.7210137360830692,0.7251432227363895,0.5809587257824216,0.723800207662236,0.7207647697503874,0.7177512942310403,0.7130001342150939,0.5704593476543249,0.7076373116849209,0.7028897258798379,0.6986391417960788,0.3080487055933486,0.6829886166147049,0.718123455883989,0.7215709995931023,0.7155550127624087,0.4462790266079969,0.7087142835578436,0.70491815386324,0.7058550270609492,0.7096371717189569,0.4966275026289925,0.7154984006888448,0.7212422754546856,0.7265552279478875,0.6411988911988916,0.6237153257506521,0.6773727495183879,0.7204573326491069,0.7349918805675274,0.8320611497368308,0.7395423480328224,0.7373402366239282,0.7300554276340022,0.7163951225635209,0.6700773673567623,0.699947083010358,0.6854479887241652,0.672788893937844,SALAMI_1028.jams
7,0.42948984102229515,0.6007588545754569,0.654668375697843,0.6822639419765398,0.7013890280037921,0.574103582491175,0.7221157851213011,0.7415049902375568,0.7569946214979305,0.7692643873597945,0.556034670721539,0.7775819244593659,0.7835492301032229,0.7880530016290413,0.5833805744520032,0.5587661597142494,0.5952303165066134,0.6456766766778632,0.6924876283357464,0.7700488668892318,0.7347110635821412,0.7719632508765288,0.8024458505690529,0.8274819666763468,0.6551342634497342,0.8455720119388425,0.859063869855371,0.8695656035529368,0.33984237213403895,0.6495761507044864,0.7272939449069357,0.7232467129498418,0.7105222489482982,0.4576506106017821,0.7099450742857603,0.7133589947306582,0.7164161871885316,0.7187001630817832,0.48297668086877166,0.7197118977801572,0.7202378686380781,0.7205125509628278,SALAMI_960.jams
8,0.6979553661680573,0.8564021244914957,0.8139947003151077,0.8016669786640208,0.7963965570553319,0.8984351194011015,0.7887032329141659,0.7761411747976389,0.761606050851956,0.74956479693208,0.9224064883453416,0.7413423213358059,0.7337856368876899,0.7269629412986977,0.6976656314699793,0.8587562996264254,0.8289319201396891,0.821636585118942,0.8174050923618965,0.8984336904747133,0.8145513422008542,0.8104912165922175,0.8081761284333556,0.808643827944255,0.9197366582906877,0.8124569750057472,0.8161552671392988,0.8193079790565535,0.6982453416149069,0.8540608214344892,0.7995862841296719,0.7826450486543469,0.7764408637855899,0.8984365483320351,0.7644451407378265,0.7445843805145332,0.7201106307786591,0.6985305739350706,0.925091863597578,0.6816750564286198,0.6665179943661662,0.6533259116123731,SALAMI_486.jams
9,0.5678658100714213,0.8390978906496043,0.826821126760262,0.8040306040721599,0.780132021857613,0.7988119307798821,0.7579002272568451,0.7419462909972375,0.731024329387466,0.7270015525856802,0.8216094383848883,0.7272690638366388,0.7276067354059133,0.7286624821398939,0.6623309817754265,0.7892302958377698,0.7434801452386492,0.7026703598463074,0.6731183885609707,0.860911165739419,0.6564579308395213,0.6537511784276393,0.6590750997834397,0.6733362321961139,0.8369625459947101,0.6932549693424672,0.7123286722643148,0.7316151015996714,0.49698339212228115,0.8956922976440568,0.9312053051795608,0.9395625638325944,0.9276043073908048,0.7450686471284552,0.8964245043038975,0.8576484125116096,0.8206075686767782,0.7899620216021808,0.8068094542857798,0.7647931306896228,0.7435545324529234,0.7257335989849507,SALAMI_990.jams
