,t_measure10,t_measure15,t_measure30,t_precision10,t_precision15,t_precision30,t_recall10,t_recall15,t_recall30,track_id
0,0.33748077853786806,0.3535764617279674,0.2133734881796316,0.2419067135470847,0.24369166364460149,0.1259428267442732,0.5578991894621296,0.6439403226632501,0.6977758855695406,SALAMI_10
1,0.3868862779290564,0.503476907343364,0.5201892363334489,0.3171574826251142,0.4379036988702276,0.40702163989531187,0.495916133649068,0.5921470459920312,0.7205219078742635,SALAMI_100
2,0.3740626795763235,0.37717233169451325,0.3937399475788085,0.33126130633956224,0.3062969844106281,0.2904435588570205,0.4295656958540936,0.49072272715085635,0.611065780777395,SALAMI_1000
3,0.42978840623839515,0.4177989937710159,0.0540280125423258,0.36095576688416864,0.31671510933005037,0.02811659680459937,0.5310589581983832,0.6136553463360239,0.6888703461256132,SALAMI_1002
4,0.19152521285835183,0.16199614438843438,0.12041068134528529,0.11855472163736275,0.09274015126564851,0.06516516014543583,0.4981156441505387,0.6397311261336925,0.7910148117414908,SALAMI_1004
5,0.359319471679255,0.3140999615513091,0.15414220692641867,0.3099425699928212,0.2141617063492063,0.08549880758110923,0.42741010826406306,0.5889174513158127,0.7818840520360771,SALAMI_1006
6,0.37951277229689157,0.49512257383171543,0.5602552800169174,0.3014956186337237,0.4157593924075871,0.457600539217764,0.5120020762543108,0.6119327559063287,0.7222880771587082,SALAMI_1008
7,0.44880248776653353,0.4566497110874775,0.42348009420561256,0.4716875985113166,0.37817151337662974,0.29670687888017083,0.42803527913805917,0.5762287755444573,0.73940297873447,SALAMI_1010
8,0.36753405440765924,0.3850690465060797,0.4846118934542452,0.27713284967550295,0.26402483129190657,0.33704662933393764,0.5454659807751838,0.7110599522401687,0.8620204157793415,SALAMI_1012
9,0.4362189081132433,0.39598312292358073,0.5302184256017783,0.4044356560989103,0.3070456503014647,0.46290596742234424,0.47342370093898256,0.5574522550237593,0.6204380696692189,SALAMI_1014
10,0.30989753287467914,0.2992621399543094,0.3168877172075625,0.23277962347729786,0.20655242380463837,0.2063000724587743,0.46342693478292185,0.5429712770700107,0.6830247710287157,SALAMI_1016
11,0.3709021078197526,0.37181243939238584,0.5206426479952659,0.325600166706853,0.26723965659149196,0.36814998833103824,0.4308474942434305,0.6108375129135184,0.8887923539117667,SALAMI_1018
12,0.5762902513243496,0.6792313699573977,0.5516051285607725,0.643294943953389,0.7402610609446594,0.43308835509142274,0.5219270654709963,0.6274982374865561,0.7594257451882138,SALAMI_1020
13,0.3321077130927416,0.44767472605436787,0.45101776930876103,0.2465908919527801,0.3616704828411327,0.33560161384342113,0.5084290524395181,0.5873433560323054,0.6874309155883274,SALAMI_1022
14,0.47569843474387125,0.4512541656427356,0.2589392486373591,0.4640972503245012,0.3485396949499761,0.15458318544232424,0.4878944861248491,0.639804111694644,0.7969330532880612,SALAMI_1024
15,0.4006115295054712,0.4452413433129131,0.3290943038621147,0.3457735362518871,0.37786552029896175,0.22634003940644365,0.47612218085430674,0.5418580819933209,0.6027167587390811,SALAMI_1026
16,0.3775734466192638,0.4244525681554938,0.43534752386988745,0.31706421360737885,0.34084827948376484,0.32542185392516065,0.46662523430062447,0.5623996390414284,0.6574204503423139,SALAMI_1028
17,,,,,,,,,,
18,0.2704881771192032,0.17159565235253071,0.113727557232829,0.17556729973708024,0.09782839707334143,0.06131924270164081,0.5888528899472557,0.6976779305827607,0.7825994722916012,SALAMI_1032
19,0.20165139043570465,0.2037141719136731,0.17936234700055728,0.1308410093355545,0.12461360691207109,0.10336119153439152,0.439513498926951,0.5577644709225483,0.6775980066748805,SALAMI_1034
20,0.29981500262752153,0.3749010041368849,0.47910745936823346,0.22780305937748863,0.2638132181591198,0.33388161850956294,0.4383996760761545,0.6475924734984095,0.84792088514716,SALAMI_1036
21,0.11552285483461167,0.12474702404504423,0.2830859140980249,0.06675878564560059,0.07056066301345058,0.17690011533321592,0.4285794400637833,0.5375638445734193,0.7081724505490419,SALAMI_1038
22,0.6724525233657964,0.6232297596826774,0.5434171983057551,0.6645294034144918,0.5707248575112619,0.43358192675719637,0.680566856320521,0.6863740234750555,0.7277785641447468,SALAMI_104
23,,,,,,,,,,
24,0.28857293486978797,0.3139073148558084,0.5329215522248548,0.21416097860998473,0.22120831475429034,0.4437141201307878,0.44222894080223873,0.5403414398086186,0.6670249832344247,SALAMI_1042
25,0.2085369513229746,0.24317967495656362,0.45773627165172925,0.13082166971543369,0.15079518106423984,0.3292034916736671,0.513707543318749,0.6278016043243738,0.7509236281675868,SALAMI_1044
26,0.3257146429557996,0.3092117096861831,0.28322242516314877,0.24434934209282408,0.2027682249900609,0.17277659228676243,0.4883187219784872,0.6509055651526604,0.7850731475403047,SALAMI_1046
27,0.35410578868473114,0.34497359224023144,0.24093706883735583,0.28775226634113266,0.2386245936533851,0.1431654441868633,0.46023180339126235,0.6223308481663958,0.759880151824269,SALAMI_1048
28,0.035279522601733566,0.06696354499945958,0.01976698944529344,0.018624067012329364,0.036344977303737445,0.01005720509946564,0.33376225772446605,0.42501125308545246,0.572218743321023,SALAMI_1050
29,,,,,,,,,,
30,0.21227254694715794,0.14905045607128592,0.012633071531539931,0.1486872062908926,0.08853472411969625,0.006385050354515441,0.3708756763727499,0.47097129436393803,0.5886541781687685,SALAMI_1054
31,0.31787682025831754,0.41515381368043963,0.4035451553760244,0.2501727350899853,0.3408944724951344,0.3160530665032549,0.43582343366861304,0.5307764195352292,0.5580203810438791,SALAMI_1056
32,0.068918123057748,0.055709694053241846,0.09513733605207554,0.03735834022035998,0.029298997450315455,0.0509470856084999,0.4440184891677987,0.5651205571259252,0.7173432363084807,SALAMI_1058
33,0.3849110253214886,0.4053830923760216,0.38391690145021046,0.4214263651098186,0.36690643042633425,0.2725643841956253,0.3542190033292687,0.452875097372457,0.6490965945102531,SALAMI_1060
34,0.5064741359190191,0.5973741788040847,0.5950992118440035,0.5482286181023126,0.6039358317410581,0.49400223215057615,0.47062977821743024,0.5909535757169332,0.7482219623267788,SALAMI_1062
